State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
Maine,Male,1-4 years,0,,0,0,,
Maine,Male,5-14 years,0,12,0,0,0,0
Maine,Male,15-24 years,0,93,0,0,0,0
Maine,Male,18-29 years,,170,,0,0,
Maine,Male,25-34 years,,211,,0,0,
Maine,Male,30-49 years,,633,10,,,17
Maine,Male,35-44 years,,304,,,,
Maine,Male,45-54 years,,534,19,,,28
Maine,Male,50-64 years,36,1675,77,,,112
Maine,Male,55-64 years,30,1352,63,,,93
Maine,Male,65-74 years,75,1958,147,29,,196
Maine,Male,75-84 years,124,2304,209,38,,298
Maine,Male,85 years and over,97,2182,209,22,,286
Maine,Female,All Ages,375,8258,514,71,20,838
Maine,Female,Under 1 year,0,32,0,0,0,0
Maine,Female,0-17 years,0,41,0,0,,
Maine,Female,1-4 years,0,,0,0,,
Maine,Female,5-14 years,0,,0,0,0,0
Maine,Female,15-24 years,0,22,,0,0,
Maine,Female,18-29 years,0,53,,0,0,
Maine,Female,25-34 years,0,74,,0,,
Maine,Female,30-49 years,,294,15,,,19
Maine,Female,35-44 years,,141,,,0,
Maine,Female,45-54 years,,296,14,,0,18
Maine,Female,50-64 years,14,891,49,,0,59
Maine,Female,55-64 years,11,709,41,,0,49
Maine,Female,65-74 years,38,1403,83,,,116
Maine,Female,75-84 years,114,2101,155,24,,249
Maine,Female,85 years and over,203,3475,208,33,12,390
Maine,Unknown,All Ages,0,,0,0,0,0
Maine,Unknown,Under 1 year,0,,0,0,0,0
Maine,Unknown,0-17 years,0,,0,0,0,0
Maine,Unknown,1-4 years,0,0,0,0,0,0
Maine,Unknown,5-14 years,0,0,0,0,0,0
Maine,Unknown,15-24 years,0,0,0,0,0,0
Maine,Unknown,18-29 years,0,0,0,0,0,0
Maine,Unknown,25-34 years,0,0,0,0,0,0
Maine,Unknown,30-49 years,0,0,0,0,0,0
Maine,Unknown,35-44 years,0,0,0,0,0,0
Maine,Unknown,45-54 years,0,0,0,0,0,0
Maine,Unknown,50-64 years,0,0,0,0,0,0
Maine,Unknown,55-64 years,0,0,0,0,0,0
Maine,Unknown,65-74 years,0,0,0,0,0,0
Maine,Unknown,75-84 years,0,0,0,0,0,0
Maine,Unknown,85 years and over,0,0,0,0,0,0
Maryland,All Sexes,All Ages,8108,65610,6732,3177,152,11796
Maryland,Male,All Ages,4193,33551,3624,1741,75,6143
Maryland,Male,Under 1 year,,202,,0,0,
Maryland,Male,0-17 years,,320,,0,,
Maryland,Male,1-4 years,,20,,0,,
Maryland,Male,5-14 years,0,45,0,0,,
Maryland,Male,15-24 years,,539,,,,14
Maryland,Male,18-29 years,24,1004,27,11,,41
Maryland,Male,25-34 years,41,1172,39,16,,67
Maryland,Male,30-49 years,208,3031,147,69,,293
Maryland,Male,35-44 years,100,1452,75,34,,143
Maryland,Male,45-54 years,247,2373,184,101,,334
Maryland,Male,50-64 years,737,6655,594,306,17,1038
Maryland,Male,55-64 years,574,5207,462,232,14,815
Maryland,Male,65-74 years,928,7128,819,408,10,1349
Maryland,Male,75-84 years,1230,7806,1079,540,18,1787
Maryland,Male,85 years and over,1063,7607,956,407,18,1626
Maryland,Female,All Ages,3915,32058,3108,1436,77,5653
Maryland,Female,Under 1 year,0,166,,0,0,
Maryland,Female,0-17 years,,241,,0,0,
Maryland,Female,1-4 years,0,22,,0,0,
Maryland,Female,5-14 years,,33,,0,0,
Maryland,Female,15-24 years,10,157,,,0,14
Maryland,Female,18-29 years,13,355,15,,0,24
Maryland,Female,25-34 years,12,506,25,,,36
Maryland,Female,30-49 years,103,1590,107,37,,177
Maryland,Female,35-44 years,48,782,48,13,0,83
Maryland,Female,45-54 years,133,1376,112,49,,198
Maryland,Female,50-64 years,423,4259,374,165,15,646
Maryland,Female,55-64 years,338,3403,304,137,14,518
Maryland,Female,65-74 years,721,5561,610,294,17,1053
Maryland,Female,75-84 years,1041,7628,835,432,21,1461
Maryland,Female,85 years and over,1611,12424,1162,504,19,2284
Maryland,Unknown,All Ages,0,,0,0,0,0
Maryland,Unknown,Under 1 year,0,,0,0,0,0
Maryland,Unknown,0-17 years,0,,0,0,0,0
Maryland,Unknown,1-4 years,0,0,0,0,0,0
Maryland,Unknown,5-14 years,0,0,0,0,0,0
Maryland,Unknown,15-24 years,0,0,0,0,0,0
Maryland,Unknown,18-29 years,0,0,0,0,0,0
Maryland,Unknown,25-34 years,0,0,0,0,0,0
Maryland,Unknown,30-49 years,0,0,0,0,0,0
Maryland,Unknown,35-44 years,0,0,0,0,0,0
Maryland,Unknown,45-54 years,0,0,0,0,0,0
Maryland,Unknown,50-64 years,0,0,0,0,0,0
Maryland,Unknown,55-64 years,0,0,0,0,0,0
Maryland,Unknown,65-74 years,0,0,0,0,0,0
Maryland,Unknown,75-84 years,0,0,0,0,0,0
Maryland,Unknown,85 years and over,0,0,0,0,0,0
Massachusetts,All Sexes,All Ages,11735,75592,8562,4514,215,15989
Massachusetts,Male,All Ages,5724,37776,4548,2409,119,7978
Massachusetts,Male,Under 1 year,0,152,,0,0,
Massachusetts,Male,0-17 years,0,240,,0,,
Massachusetts,Male,1-4 years,0,17,0,0,0,0
Massachusetts,Male,5-14 years,0,32,,0,0,
Massachusetts,Male,15-24 years,,320,,,,10
Massachusetts,Male,18-29 years,,688,,,0,16
Massachusetts,Male,25-34 years,16,926,14,,,25
Massachusetts,Male,30-49 years,116,2659,93,40,10,179
Massachusetts,Male,35-44 years,49,1313,50,13,,89
Massachusetts,Male,45-54 years,149,2210,112,56,10,215
Massachusetts,Male,50-64 years,627,6446,551,281,30,926
Massachusetts,Male,55-64 years,532,5063,473,246,25,783
Massachusetts,Male,65-74 years,1125,7718,958,496,24,1611
Massachusetts,Male,75-84 years,1708,9272,1346,730,31,2354
Massachusetts,Male,85 years and over,2139,10753,1587,860,23,2887
Massachusetts,Female,All Ages,6011,37816,4014,2105,96,8011
Massachusetts,Female,Under 1 year,0,121,0,0,0,0
Massachusetts,Female,0-17 years,,188,,0,0,
Massachusetts,Female,1-4 years,0,16,0,0,0,0
Massachusetts,Female,5-14 years,0,24,,0,0,
Massachusetts,Female,15-24 years,,140,,,,
Massachusetts,Female,18-29 years,,267,,,,11
Massachusetts,Female,25-34 years,,407,12,,,18
Massachusetts,Female,30-49 years,50,1324,50,19,,84
Massachusetts,Female,35-44 years,20,632,20,,0,33
Massachusetts,Female,45-54 years,87,1217,76,27,,141
Massachusetts,Female,50-64 years,355,3779,319,155,14,530
Massachusetts,Female,55-64 years,294,3001,266,138,10,430
Massachusetts,Female,65-74 years,736,5567,591,319,13,1021
Massachusetts,Female,75-84 years,1495,8938,1123,603,25,2040
Massachusetts,Female,85 years and over,3368,17753,1924,1007,40,4323
Massachusetts,Unknown,All Ages,0,0,0,0,0,0
Massachusetts,Unknown,Under 1 year,0,0,0,0,0,0
Massachusetts,Unknown,0-17 years,0,0,0,0,0,0
Massachusetts,Unknown,1-4 years,0,0,0,0,0,0
Massachusetts,Unknown,5-14 years,0,0,0,0,0,0
Massachusetts,Unknown,15-24 years,0,0,0,0,0,0
Massachusetts,Unknown,18-29 years,0,0,0,0,0,0
Massachusetts,Unknown,25-34 years,0,0,0,0,0,0
Massachusetts,Unknown,30-49 years,0,0,0,0,0,0
Massachusetts,Unknown,35-44 years,0,0,0,0,0,0
Massachusetts,Unknown,45-54 years,0,0,0,0,0,0
Massachusetts,Unknown,50-64 years,0,0,0,0,0,0
Massachusetts,Unknown,55-64 years,0,0,0,0,0,0
Massachusetts,Unknown,65-74 years,0,0,0,0,0,0
Massachusetts,Unknown,75-84 years,0,0,0,0,0,0
Massachusetts,Unknown,85 years and over,0,0,0,0,0,0
Michigan,All Sexes,All Ages,13544,124137,12458,6669,285,19605
Michigan,Male,All Ages,7269,64019,6874,3805,141,10469
Michigan,Male,Under 1 year,0,379,,0,0,
Michigan,Male,0-17 years,,659,,0,,12
Michigan,Male,1-4 years,0,59,,0,,
Michigan,Male,5-14 years,0,104,0,0,,
Michigan,Male,15-24 years,,784,21,,0,25
Michigan,Male,18-29 years,27,1389,45,12,,61
Michigan,Male,25-34 years,46,1633,54,17,,86
Michigan,Male,30-49 years,264,4696,258,131,11,402
Michigan,Male,35-44 years,97,2126,99,45,,156
Michigan,Male,45-54 years,357,4128,329,199,15,502
Michigan,Male,50-64 years,1119,12257,1149,621,36,1683
Michigan,Male,55-64 years,903,9788,951,499,25,1380
Michigan,Male,65-74 years,1851,14508,1726,1004,40,2608
Michigan,Male,75-84 years,2205,15751,2049,1175,27,3102
Michigan,Male,85 years and over,1802,14759,1639,862,23,2601
Michigan,Female,All Ages,6274,60112,5583,2863,144,9135
Michigan,Female,Under 1 year,0,338,,0,0,
Michigan,Female,0-17 years,,520,,0,,13
Michigan,Female,1-4 years,0,46,,0,,
Michigan,Female,5-14 years,,77,,0,,
Michigan,Female,15-24 years,,292,,,,12
Michigan,Female,18-29 years,19,550,26,12,,36
Michigan,Female,25-34 years,24,728,35,11,,51
Michigan,Female,30-49 years,146,2559,166,70,,247
Michigan,Female,35-44 years,55,1182,73,25,,105
Michigan,Female,45-54 years,192,2479,206,106,10,302
Michigan,Female,50-64 years,656,7636,758,371,39,1082
Michigan,Female,55-64 years,544,6123,629,307,30,896
Michigan,Female,65-74 years,1217,10779,1236,658,32,1827
Michigan,Female,75-84 years,1691,14646,1470,796,33,2396
Michigan,Female,85 years and over,2542,23422,1920,956,28,3534
Michigan,Unknown,All Ages,,,,,0,
Michigan,Unknown,Under 1 year,0,,0,0,0,0
Michigan,Unknown,0-17 years,0,,0,0,0,0
Michigan,Unknown,1-4 years,0,0,0,0,0,0
Michigan,Unknown,5-14 years,0,0,0,0,0,0
Michigan,Unknown,15-24 years,0,0,0,0,0,0
Michigan,Unknown,18-29 years,0,0,0,0,0,0
Michigan,Unknown,25-34 years,0,0,0,0,0,0
Michigan,Unknown,30-49 years,0,0,0,0,0,0
Michigan,Unknown,35-44 years,0,0,0,0,0,0
Michigan,Unknown,45-54 years,0,,0,0,0,0
Michigan,Unknown,50-64 years,0,,0,0,0,0
Michigan,Unknown,55-64 years,0,0,0,0,0,0
Michigan,Unknown,65-74 years,0,,0,0,0,0
Michigan,Unknown,75-84 years,0,0,0,0,0,0
Michigan,Unknown,85 years and over,,,,,0,
Minnesota,All Sexes,All Ages,6581,56472,4958,2236,154,9453
Minnesota,Male,All Ages,3404,28781,2680,1278,80,4884
Minnesota,Male,Under 1 year,0,172,,0,0,
Minnesota,Male,0-17 years,0,330,,0,,10
Minnesota,Male,1-4 years,0,45,,0,,
Minnesota,Male,5-14 years,0,52,,0,0,
Minnesota,Male,15-24 years,,353,,0,0,
Minnesota,Male,18-29 years,,610,,,,16
Minnesota,Male,25-34 years,11,684,18,,,27
Minnesota,Male,30-49 years,81,1738,99,38,,147
Minnesota,Male,35-44 years,32,819,43,15,,63
Minnesota,Male,45-54 years,113,1529,108,48,,179
Minnesota,Male,50-64 years,364,4752,326,153,18,555
Minnesota,Male,55-64 years,294,3776,262,126,13,443
Minnesota,Male,65-74 years,641,5863,574,295,19,938
Minnesota,Male,75-84 years,1056,7251,794,377,19,1492
Minnesota,Male,85 years and over,1253,8237,870,413,17,1726
Minnesota,Female,All Ages,3177,27691,2278,958,74,4569
Minnesota,Female,Under 1 year,,114,,0,0,
Minnesota,Female,0-17 years,,204,,0,0,10
Minnesota,Female,1-4 years,0,29,,0,0,
Minnesota,Female,5-14 years,0,27,,0,0,
Minnesota,Female,15-24 years,,133,,0,0,
Minnesota,Female,18-29 years,,220,,0,0,11
Minnesota,Female,25-34 years,,312,10,,,20
Minnesota,Female,30-49 years,42,1044,49,10,,89
Minnesota,Female,35-44 years,20,499,18,,,36
Minnesota,Female,45-54 years,52,925,69,15,,110
Minnesota,Female,50-64 years,188,2881,246,84,18,368
Minnesota,Female,55-64 years,152,2310,202,73,16,297
Minnesota,Female,65-74 years,422,4165,369,164,16,642
Minnesota,Female,75-84 years,782,6761,611,266,12,1139
Minnesota,Female,85 years and over,1738,12416,987,434,20,2310
Minnesota,Unknown,All Ages,0,0,0,0,0,0
Minnesota,Unknown,Under 1 year,0,0,0,0,0,0
Minnesota,Unknown,0-17 years,0,0,0,0,0,0
Minnesota,Unknown,1-4 years,0,0,0,0,0,0
Minnesota,Unknown,5-14 years,0,0,0,0,0,0
Minnesota,Unknown,15-24 years,0,0,0,0,0,0
Minnesota,Unknown,18-29 years,0,0,0,0,0,0
Minnesota,Unknown,25-34 years,0,0,0,0,0,0
Minnesota,Unknown,30-49 years,0,0,0,0,0,0
Minnesota,Unknown,35-44 years,0,0,0,0,0,0
Minnesota,Unknown,45-54 years,0,0,0,0,0,0
Minnesota,Unknown,50-64 years,0,0,0,0,0,0
Minnesota,Unknown,55-64 years,0,0,0,0,0,0
Minnesota,Unknown,65-74 years,0,0,0,0,0,0
Minnesota,Unknown,75-84 years,0,0,0,0,0,0
Minnesota,Unknown,85 years and over,0,0,0,0,0,0
Mississippi,All Sexes,All Ages,6242,43226,5977,3370,74,8914
Mississippi,Male,All Ages,3246,22581,3224,1816,43,4691
Mississippi,Male,Under 1 year,0,128,,0,0,
Mississippi,Male,0-17 years,,281,,,,
Mississippi,Male,1-4 years,0,31,,0,,
Mississippi,Male,5-14 years,,59,,,,
Mississippi,Male,15-24 years,,386,,,0,12
Mississippi,Male,18-29 years,13,609,16,,,22
Mississippi,Male,25-34 years,27,653,27,11,,44
Mississippi,Male,30-49 years,157,2067,155,76,,240
Mississippi,Male,35-44 years,69,997,75,37,,109
Mississippi,Male,45-54 years,180,1696,174,99,,258
Mississippi,Male,50-64 years,586,4992,635,326,10,903
Mississippi,Male,55-64 years,472,3999,521,258,,742
Mississippi,Male,65-74 years,910,5594,893,527,11,1286
Mississippi,Male,75-84 years,972,5346,933,564,12,1352
Mississippi,Male,85 years and over,607,3692,588,314,,882
Mississippi,Female,All Ages,2995,20639,2752,1553,31,4222
Mississippi,Female,Under 1 year,0,105,,0,0,
Mississippi,Female,0-17 years,0,178,,0,,
Mississippi,Female,1-4 years,0,17,0,0,0,0
Mississippi,Female,5-14 years,0,37,0,0,,
Mississippi,Female,15-24 years,,113,,,0,
Mississippi,Female,18-29 years,17,209,15,11,0,21
Mississippi,Female,25-34 years,27,296,27,16,,40
Mississippi,Female,30-49 years,148,1254,132,68,,218
Mississippi,Female,35-44 years,63,574,55,30,,92
Mississippi,Female,45-54 years,161,1150,139,75,,227
Mississippi,Female,50-64 years,502,3310,477,290,10,699
Mississippi,Female,55-64 years,410,2659,398,245,,571
Mississippi,Female,65-74 years,669,4154,650,372,,950
Mississippi,Female,75-84 years,781,5220,732,422,,1096
Mississippi,Female,85 years and over,878,6314,744,390,,1235
Mississippi,Unknown,All Ages,,,,,0,
Mississippi,Unknown,Under 1 year,0,,0,0,0,0
Mississippi,Unknown,0-17 years,0,,0,0,0,0
Mississippi,Unknown,1-4 years,0,0,0,0,0,0
Mississippi,Unknown,5-14 years,0,0,0,0,0,0
Mississippi,Unknown,15-24 years,0,0,0,0,0,0
Mississippi,Unknown,18-29 years,0,0,0,0,0,0
Mississippi,Unknown,25-34 years,0,0,0,0,0,0
Mississippi,Unknown,30-49 years,0,0,0,0,0,0
Mississippi,Unknown,35-44 years,0,0,0,0,0,0
Mississippi,Unknown,45-54 years,0,0,0,0,0,0
Mississippi,Unknown,50-64 years,0,,0,0,0,0
Mississippi,Unknown,55-64 years,0,,0,0,0,0
Mississippi,Unknown,65-74 years,0,,0,0,0,0
Mississippi,Unknown,75-84 years,,,,,0,
Mississippi,Unknown,85 years and over,0,0,0,0,0,0
Missouri,All Sexes,All Ages,9179,82146,7662,3967,217,13084
Missouri,Male,All Ages,4767,42738,4179,2205,110,6846
Missouri,Male,Under 1 year,0,259,,0,0,
Missouri,Male,0-17 years,,518,11,0,,17
Missouri,Male,1-4 years,0,57,,0,,
Missouri,Male,5-14 years,,90,,0,0,
Missouri,Male,15-24 years,,663,,,,13
Missouri,Male,18-29 years,11,1169,17,,,27
Missouri,Male,25-34 years,14,1264,21,0,,40
Missouri,Male,30-49 years,127,3252,118,46,10,209
Missouri,Male,35-44 years,60,1574,55,24,,92
Missouri,Male,45-54 years,169,2633,157,76,10,260
Missouri,Male,50-64 years,643,8219,651,309,30,1013
Missouri,Male,55-64 years,533,6618,546,255,26,848
Missouri,Male,65-74 years,1087,9575,967,511,21,1563
Missouri,Male,75-84 years,1519,10762,1318,753,25,2107
Missouri,Male,85 years and over,1378,9243,1097,582,17,1910
Missouri,Female,All Ages,4412,39407,3483,1762,107,6238
Missouri,Female,Under 1 year,0,207,,0,0,
Missouri,Female,0-17 years,,344,10,0,,14
Missouri,Female,1-4 years,0,44,,0,0,
Missouri,Female,5-14 years,0,54,,0,,
Missouri,Female,15-24 years,,264,,,,12
Missouri,Female,18-29 years,,472,,,,16
Missouri,Female,25-34 years,14,519,10,,,18
Missouri,Female,30-49 years,85,1776,89,32,,149
Missouri,Female,35-44 years,35,864,41,11,,70
Missouri,Female,45-54 years,81,1602,101,37,,151
Missouri,Female,50-64 years,408,5241,406,201,17,630
Missouri,Female,55-64 years,368,4279,346,180,12,546
Missouri,Female,65-74 years,800,7245,703,367,21,1156
Missouri,Female,75-84 years,1155,9788,987,515,32,1659
Missouri,Female,85 years and over,1954,14541,1280,644,25,2614
Missouri,Unknown,All Ages,0,,0,0,0,0
Missouri,Unknown,Under 1 year,0,,0,0,0,0
Missouri,Unknown,0-17 years,0,,0,0,0,0
Missouri,Unknown,1-4 years,0,0,0,0,0,0
Missouri,Unknown,5-14 years,0,0,0,0,0,0
Missouri,Unknown,15-24 years,0,0,0,0,0,0
Missouri,Unknown,18-29 years,0,0,0,0,0,0
Missouri,Unknown,25-34 years,0,0,0,0,0,0
Missouri,Unknown,30-49 years,0,0,0,0,0,0
Missouri,Unknown,35-44 years,0,0,0,0,0,0
Missouri,Unknown,45-54 years,0,0,0,0,0,0
Missouri,Unknown,50-64 years,0,0,0,0,0,0
Missouri,Unknown,55-64 years,0,0,0,0,0,0
Missouri,Unknown,65-74 years,0,0,0,0,0,0
Missouri,Unknown,75-84 years,0,0,0,0,0,0
Missouri,Unknown,85 years and over,0,0,0,0,0,0
Montana,All Sexes,All Ages,1406,12824,1156,660,37,1939
Montana,Male,All Ages,780,7039,694,393,19,1100
Montana,Male,Under 1 year,0,28,0,0,0,0
Montana,Male,0-17 years,0,64,0,0,0,0
Montana,Male,1-4 years,0,,0,0,0,0
Montana,Male,5-14 years,0,12,0,0,0,0
Montana,Male,15-24 years,0,115,0,0,0,0
Montana,Male,18-29 years,,173,0,0,0,
Montana,Male,25-34 years,,166,,,0,
Montana,Male,30-49 years,25,493,26,14,,40
Montana,Male,35-44 years,11,232,14,,,21
Montana,Male,45-54 years,35,406,26,15,,47
Montana,Male,50-64 years,108,1188,94,57,,149
Montana,Male,55-64 years,85,954,77,48,,118
Montana,Male,65-74 years,188,1586,170,99,,261
Montana,Male,75-84 years,244,1847,219,135,,333
Montana,Male,85 years and over,214,1688,185,88,,316
Montana,Female,All Ages,626,5785,462,267,18,839
Montana,Female,Under 1 year,0,26,,0,0,
Montana,Female,0-17 years,0,60,,0,0,
Montana,Female,1-4 years,0,,0,0,0,0
Montana,Female,5-14 years,0,13,0,0,0,0
Montana,Female,15-24 years,0,40,,0,0,
Montana,Female,18-29 years,0,55,,0,0,
Montana,Female,25-34 years,,82,,,0,
Montana,Female,30-49 years,21,250,13,10,0,24
Montana,Female,35-44 years,11,118,,,0,12
Montana,Female,45-54 years,17,220,11,,0,21
Montana,Female,50-64 years,74,737,56,40,,93
Montana,Female,55-64 years,63,595,49,35,,80
Montana,Female,65-74 years,109,1032,113,64,,164
Montana,Female,75-84 years,162,1400,124,73,,214
Montana,Female,85 years and over,260,2251,153,80,,341
Montana,Unknown,All Ages,0,0,0,0,0,0
Montana,Unknown,Under 1 year,0,0,0,0,0,0
Montana,Unknown,0-17 years,0,0,0,0,0,0
Montana,Unknown,1-4 years,0,0,0,0,0,0
Montana,Unknown,5-14 years,0,0,0,0,0,0
Montana,Unknown,15-24 years,0,0,0,0,0,0
Montana,Unknown,18-29 years,0,0,0,0,0,0
Montana,Unknown,25-34 years,0,0,0,0,0,0
Montana,Unknown,30-49 years,0,0,0,0,0,0
Montana,Unknown,35-44 years,0,0,0,0,0,0
Montana,Unknown,45-54 years,0,0,0,0,0,0
Montana,Unknown,50-64 years,0,0,0,0,0,0
Montana,Unknown,55-64 years,0,0,0,0,0,0
Montana,Unknown,65-74 years,0,0,0,0,0,0
Montana,Unknown,75-84 years,0,0,0,0,0,0
Montana,Unknown,85 years and over,0,0,0,0,0,0
Nebraska,All Sexes,All Ages,2550,21275,2175,1050,53,3727
Nebraska,Male,All Ages,1451,10984,1211,642,22,2041
Nebraska,Male,Under 1 year,0,98,0,0,,
Nebraska,Male,0-17 years,,175,,0,,
Nebraska,Male,1-4 years,0,13,0,0,0,0
Nebraska,Male,5-14 years,,32,0,0,,
Nebraska,Male,15-24 years,,155,,0,0,
Nebraska,Male,18-29 years,,228,,,0,13
Nebraska,Male,25-34 years,13,237,12,,,21
Nebraska,Male,30-49 years,42,695,30,15,,59
Nebraska,Male,35-44 years,15,333,12,,0,21
Nebraska,Male,45-54 years,66,591,50,28,,89
Nebraska,Male,50-64 years,200,1847,183,89,,302
Nebraska,Male,55-64 years,154,1486,144,68,,238
Nebraska,Male,65-74 years,329,2382,256,139,,450
Nebraska,Male,75-84 years,445,2750,342,211,,578
Nebraska,Male,85 years and over,427,2907,389,185,,634
Nebraska,Female,All Ages,1099,10291,964,408,31,1686
Nebraska,Female,Under 1 year,0,51,0,0,0,0
Nebraska,Female,0-17 years,0,94,,0,,
Nebraska,Female,1-4 years,0,13,0,0,,
Nebraska,Female,5-14 years,0,18,,0,,
Nebraska,Female,15-24 years,,58,,0,,
Nebraska,Female,18-29 years,,80,,,,
Nebraska,Female,25-34 years,,87,,,0,10
Nebraska,Female,30-49 years,23,383,27,,0,43
Nebraska,Female,35-44 years,,170,,,0,14
Nebraska,Female,45-54 years,32,372,40,16,,57
Nebraska,Female,50-64 years,109,1160,108,49,,174
Nebraska,Female,55-64 years,89,948,82,36,,140
Nebraska,Female,65-74 years,160,1671,159,69,,255
Nebraska,Female,75-84 years,285,2431,259,120,,428
Nebraska,Female,85 years and over,518,4472,404,161,12,773
Nebraska,Unknown,All Ages,0,0,0,0,0,0
Nebraska,Unknown,Under 1 year,0,0,0,0,0,0
Nebraska,Unknown,0-17 years,0,0,0,0,0,0
Nebraska,Unknown,1-4 years,0,0,0,0,0,0
Nebraska,Unknown,5-14 years,0,0,0,0,0,0
Nebraska,Unknown,15-24 years,0,0,0,0,0,0
Nebraska,Unknown,18-29 years,0,0,0,0,0,0
Nebraska,Unknown,25-34 years,0,0,0,0,0,0
Nebraska,Unknown,30-49 years,0,0,0,0,0,0
Nebraska,Unknown,35-44 years,0,0,0,0,0,0
Nebraska,Unknown,45-54 years,0,0,0,0,0,0
Nebraska,Unknown,50-64 years,0,0,0,0,0,0
Nebraska,Unknown,55-64 years,0,0,0,0,0,0
Nebraska,Unknown,65-74 years,0,0,0,0,0,0
Nebraska,Unknown,75-84 years,0,0,0,0,0,0
Nebraska,Unknown,85 years and over,0,0,0,0,0,0
Nevada,All Sexes,All Ages,4617,34610,5350,3624,60,6401
Nevada,Male,All Ages,2875,19540,3253,2274,34,3887
Nevada,Male,Under 1 year,0,90,,0,0,
Nevada,Male,0-17 years,,201,,0,0,
Nevada,Male,1-4 years,0,21,,0,0,
Nevada,Male,5-14 years,,42,,0,0,
Nevada,Male,15-24 years,,299,,,0,
Nevada,Male,18-29 years,12,490,17,,0,20
Nevada,Male,25-34 years,21,548,31,17,0,35
Nevada,Male,30-49 years,192,1697,197,147,,243
Nevada,Male,35-44 years,85,789,80,61,,105
Nevada,Male,45-54 years,237,1484,253,190,,302
Nevada,Male,50-64 years,583,3946,657,458,12,794
Nevada,Male,55-64 years,440,3061,502,344,10,608
Nevada,Male,65-74 years,763,4758,894,604,11,1063
Nevada,Male,75-84 years,846,5023,942,675,,1121
Nevada,Male,85 years and over,477,3425,542,381,,640
Nevada,Female,All Ages,1742,15070,2097,1350,26,2514
Nevada,Female,Under 1 year,0,69,0,0,0,0
Nevada,Female,0-17 years,,118,0,0,0,
Nevada,Female,1-4 years,0,12,0,0,0,0
Nevada,Female,5-14 years,0,18,0,0,0,0
Nevada,Female,15-24 years,,106,,0,0,
Nevada,Female,18-29 years,11,192,,,0,15
Nevada,Female,25-34 years,16,234,20,11,,27
Nevada,Female,30-49 years,74,884,89,52,,117
Nevada,Female,35-44 years,26,401,30,17,,41
Nevada,Female,45-54 years,80,808,113,61,,137
Nevada,Female,50-64 years,265,2280,350,206,,416
Nevada,Female,55-64 years,226,1826,283,174,,339
Nevada,Female,65-74 years,413,3179,536,338,,616
Nevada,Female,75-84 years,540,4073,637,425,,756
Nevada,Female,85 years and over,438,4344,476,324,,593
Nevada,Unknown,All Ages,0,0,0,0,0,0
Nevada,Unknown,Under 1 year,0,0,0,0,0,0
Nevada,Unknown,0-17 years,0,0,0,0,0,0
Nevada,Unknown,1-4 years,0,0,0,0,0,0
Nevada,Unknown,5-14 years,0,0,0,0,0,0
Nevada,Unknown,15-24 years,0,0,0,0,0,0
Nevada,Unknown,18-29 years,0,0,0,0,0,0
Nevada,Unknown,25-34 years,0,0,0,0,0,0
Nevada,Unknown,30-49 years,0,0,0,0,0,0
Nevada,Unknown,35-44 years,0,0,0,0,0,0
Nevada,Unknown,45-54 years,0,0,0,0,0,0
Nevada,Unknown,50-64 years,0,0,0,0,0,0
Nevada,Unknown,55-64 years,0,0,0,0,0,0
Nevada,Unknown,65-74 years,0,0,0,0,0,0
Nevada,Unknown,75-84 years,0,0,0,0,0,0
Nevada,Unknown,85 years and over,0,0,0,0,0,0
New Hampshire,All Sexes,All Ages,1132,15067,966,300,37,1832
New Hampshire,Male,All Ages,563,7763,535,178,16,933
New Hampshire,Male,Under 1 year,0,28,0,0,0,0
New Hampshire,Male,0-17 years,0,61,,0,0,
New Hampshire,Male,1-4 years,0,,0,0,0,0
New Hampshire,Male,5-14 years,0,11,,0,0,
New Hampshire,Male,15-24 years,,74,,0,0,
New Hampshire,Male,18-29 years,,140,0,0,0,
New Hampshire,Male,25-34 years,,183,,,,
New Hampshire,Male,30-49 years,,517,13,,,19
New Hampshire,Male,35-44 years,,231,,,0,
New Hampshire,Male,45-54 years,12,446,14,,,23
New Hampshire,Male,50-64 years,43,1304,65,14,,95
New Hampshire,Male,55-64 years,35,1042,55,12,0,78
New Hampshire,Male,65-74 years,105,1713,124,43,,189
New Hampshire,Male,75-84 years,188,1937,174,61,,307
New Hampshire,Male,85 years and over,217,2091,157,56,,320
New Hampshire,Female,All Ages,569,7304,431,122,21,899
New Hampshire,Female,Under 1 year,0,22,0,0,,
New Hampshire,Female,0-17 years,0,32,0,0,,
New Hampshire,Female,1-4 years,0,,0,0,0,0
New Hampshire,Female,5-14 years,0,,0,0,0,0
New Hampshire,Female,15-24 years,0,29,0,0,0,0
New Hampshire,Female,18-29 years,0,67,0,0,0,0
New Hampshire,Female,25-34 years,0,86,0,0,0,0
New Hampshire,Female,30-49 years,,257,,,0,
New Hampshire,Female,35-44 years,0,111,,0,0,
New Hampshire,Female,45-54 years,,244,,,0,
New Hampshire,Female,50-64 years,12,766,24,,,37
New Hampshire,Female,55-64 years,10,620,21,,,32
New Hampshire,Female,65-74 years,71,1166,86,26,,139
New Hampshire,Female,75-84 years,145,1781,124,34,,237
New Hampshire,Female,85 years and over,340,3235,192,59,,480
